"cell","process_scenario","visit_key","pressure_key","profile","G","delta","rd_full","rd_full_mcse","rd_panel","rd_panel_mcse","rd_panel_oracle","rd_panel_oracle_mcse","approximation_error","approximation_error_mcse","oracle_approximation_error","oracle_approximation_error_mcse","delta_g","delta_g_mcse","truth_n","truth_batches","precision_met","population_models_valid"
45,1,"frequent","lower","off-grid",12,2,-0.0182121216051545,3.87740330731745e-06,-0.0157398576736991,0.00087163392727102,-0.0161681322294794,0.000847102679715272,0.00247226393145539,0.000867756523963703,0.00204398937567507,0.000843225276407955,-0.000333768198507611,9.32246143064974e-06,500000,2,TRUE,TRUE
45,1,"frequent","lower","off-grid",12,4,-0.0182121216051545,3.87740330731745e-06,-0.0150584707859194,7.58640546688061e-05,-0.015342849897072,6.30283988526381e-05,0.00315365081923502,7.97414579761235e-05,0.00286927170808243,6.69058021599555e-05,-0.000333768198507611,9.32246143064974e-06,500000,2,TRUE,TRUE
45,1,"frequent","lower","off-grid",12,8,-0.0182121216051545,3.87740330731745e-06,-0.319859286444552,0.00184599891307108,-0.0156214396649734,4.96078232578023e-05,-0.301647164839397,0.00184212150976376,0.00259068194018103,5.34852265651198e-05,-0.000333768198507611,9.32246143064974e-06,500000,2,TRUE,TRUE
46,2,"sparse","lower","off-grid",12,1,-0.0191861210876305,1.21886881667421e-05,-0.0163505063262785,0.00126028607701811,-0.01635050632628,0.00126028607701845,0.00283561476135194,0.00127247476518486,0.0028356147613505,0.00127247476518519,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
46,2,"sparse","lower","off-grid",12,2,-0.0191861210876305,1.21886881667421e-05,-0.0176690267580104,0.000893059552409758,-0.017915560162594,0.000841416124907568,0.00151709432962013,0.000880870864243016,0.00127056092503644,0.000829227436740826,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
46,2,"sparse","lower","off-grid",12,4,-0.0191861210876305,1.21886881667421e-05,-0.0171154775251333,0.000895380188502159,-0.0175472334581838,0.000821407435981081,0.00207064356249723,0.000883191500335417,0.00163888762944667,0.000809218747814339,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
46,2,"sparse","lower","off-grid",12,8,-0.0191861210876305,1.21886881667421e-05,-0.357519359703526,0.000923742663744786,-0.0177545166034768,0.000817137486180619,-0.338333238615895,0.000935931351911529,0.00143160448415366,0.000804948798013877,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
47,3,"frequent","higher","off-grid",12,1,-0.00915625036346604,4.57380175797328e-06,-0.00556776047367641,0.00542490831924886,-0.00556776047367663,0.00542490831924897,0.00358848988978963,0.00542033451749088,0.00358848988978941,0.00542033451749099,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
47,3,"frequent","higher","off-grid",12,2,-0.00915625036346604,4.57380175797328e-06,0.0173028423324815,0.0212163758186367,-0.00488494028431369,0.00387682635905368,0.0264590926959475,0.0212209496203946,0.00427131007915235,0.0038722525572957,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
47,3,"frequent","higher","off-grid",12,4,-0.00915625036346604,4.57380175797328e-06,0.0804919331797188,0.00745093599690599,-0.00580075863551155,0.00205912101993966,0.0896481835431848,0.00745550979866397,0.00335549172795449,0.00205454721818168,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
47,3,"frequent","higher","off-grid",12,8,-0.00915625036346604,4.57380175797328e-06,-0.242260149150581,0.000469077711274801,-0.00638789868365686,0.00198957934208577,-0.233103898787115,0.000473651513032774,0.00276835167980918,0.00198500554032779,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
48,4,"sparse","higher","off-grid",12,1,-0.00965363369939495,6.22727604335238e-06,-0.00691750961838239,0.00120757916955322,-0.00691750961838328,0.00120757916955322,0.00273612408101256,0.00121380644559657,0.00273612408101168,0.00121380644559657,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
48,4,"sparse","higher","off-grid",12,2,-0.00965363369939495,6.22727604335238e-06,-0.118002014796363,0.00237488274130493,-0.0111304008070477,0.00520717247297436,-0.108348381096968,0.00238111001734828,-0.00147676710765274,0.00521339974901772,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
48,4,"sparse","higher","off-grid",12,4,-0.00965363369939495,6.22727604335238e-06,-0.498141498060744,0.000138373273062375,-0.00716832994054262,0.00107281374350276,-0.488487864361349,0.000132145997019023,0.00248530375885234,0.00107904101954612,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
48,4,"sparse","higher","off-grid",12,8,-0.00965363369939495,6.22727604335238e-06,-0.2471698435109,0.000151575356767852,-0.0076622757320513,0.00108360826779713,-0.237516209811505,0.0001453480807245,0.00199135796734365,0.00108983554384048,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
