"scenario","topology","strength","retention","view","method","available","truth","bias","bias_mcse","abs_bias","mse","mse_mcse","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","coverage","coverage_mcse","bias_eliminated_coverage","bias_eliminated_coverage_mcse","rejection","rejection_mcse","convergence","failure_rate","n_used","n_attempted","mean_min_ps","mean_max_weight","mean_ess","mean_selected_n","mean_treatment_prevalence","mean_outcome_risk","mean_cor_pd_selected","warning_rate","unresolved_rate"
3,"discordant-collider",0.1,0.3,"full","oracle",TRUE,-0.0317419854013284,-0.000296268536049568,0.000488385948502321,0.000296268536049568,0.000476890923599782,1.57736606275957e-05,0.021841283602138,0.000345427383665437,0.0218163032854536,0.000148249335274028,-0.114372017411846,1.71937316614909,0.9505,0.0048502448391808,0.95,0.00487339717240448,0.319,0.0104220679329968,1,0,2000,2000,0.0138642653805163,21.3672433151352,840.688270597135,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
3,"discordant-collider",0.1,0.3,"full","broad",TRUE,-0.0335628331533101,0.000406755845214136,0.000243708145368277,0.000406755845214136,0.000118893376895187,3.86234524357397e-06,0.0108989595942773,0.000172370780303315,0.0109261240360827,4.55427378667231e-06,0.249238852299394,1.58602661896326,0.947,0.0050095408971282,0.9445,0.00511955808639769,0.866,0.00761721733968514,1,0,2000,2000,0.155938241458372,5.56596947346637,3779.82266822289,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
3,"discordant-collider",0.1,0.3,"full","policy",TRUE,-0.0317419854013284,-0.000176663239379871,0.000484287557597128,0.000176663239379871,0.000468865552348489,1.51862267679718e-05,0.0216579979888905,0.000342528658892621,0.0214396286497654,0.000126909826757569,-1.00826188661145,1.6716548372891,0.9525,0.00475624589355933,0.9525,0.00475624589355933,0.3285,0.010502089077893,1,0,2000,2000,0.0500383213138894,17.9668960563295,900.650353041256,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
3,"discordant-collider",0.1,0.3,"full","pooled_all",TRUE,-0.0317419854013284,-0.000368670046206561,0.000353859736939659,0.000368670046206561,0.000250444127743553,7.85919181465243e-06,0.0158250885259454,0.000250279197201402,0.0154034608518163,4.95639805644359e-05,-2.66429899231141,1.57093539216327,0.9445,0.00511955808639769,0.9445,0.00511955808639769,0.549,0.0111265223677482,1,0,2000,2000,0.0099098087287178,26.3138860389666,1668.36854535277,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
3,"discordant-collider",0.1,0.3,"reduced","minimal",TRUE,-0.0317419854013284,0.000836140352330459,0.000454089035423697,0.000836140352330459,0.00041288663802075,1.3114535672989e-05,0.0203074790208939,0.00032116973868429,0.0205026647029774,1.55184685033232e-05,0.961151711065034,1.59856277800291,0.958,0.00448530935387962,0.958,0.00448530935387962,0.328,0.0104979998094875,1,0,2000,2000,0.167856310190048,5.20566719029135,1125.59548963563,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0,0
3,"discordant-collider",0.1,0.3,"reduced","role_based",FALSE,-0.0317419854013284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,NA,NA,NA,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0,0
3,"discordant-collider",0.1,0.3,"reduced","all_measured",TRUE,-0.0317419854013284,0.000806303952118375,0.000456840400113671,0.000806303952118375,0.000417847725264063,1.32441951666535e-05,0.0204305237904474,0.000323115733873713,0.0205007695108318,1.60586748963572e-05,0.343827310082112,1.58891734769089,0.956,0.00458606585212206,0.9565,0.00456112650559048,0.3265,0.0104856509096956,1,0,2000,2000,0.14891256878924,5.6588964069021,1115.91755994941,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0,0
3,"discordant-collider",0.1,0.3,"reduced","oracle",TRUE,-0.0317419854013284,-0.000296268536049568,0.000488385948502321,0.000296268536049568,0.000476890923599782,1.57736606275957e-05,0.021841283602138,0.000345427383665437,0.0218163032854536,0.000148249335274028,-0.114372017411846,1.71937316614909,0.9505,0.0048502448391808,0.95,0.00487339717240448,0.319,0.0104220679329968,1,0,2000,2000,0.0138642653805163,21.3672433151352,840.688270597135,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0,0
3,"discordant-collider",0.1,0.3,"reduced","broad",TRUE,-0.0335628331533101,0.000406755845214136,0.000243708145368277,0.000406755845214136,0.000118893376895187,3.86234524357397e-06,0.0108989595942773,0.000172370780303315,0.0109261240360827,4.55427378667231e-06,0.249238852299394,1.58602661896326,0.947,0.0050095408971282,0.9445,0.00511955808639769,0.866,0.00761721733968514,1,0,2000,2000,0.155938241458372,5.56596947346637,3779.82266822289,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0,0
3,"discordant-collider",0.1,0.3,"reduced","policy",TRUE,-0.0317419854013284,0.000836140352330459,0.000454089035423697,0.000836140352330459,0.00041288663802075,1.3114535672989e-05,0.0203074790208939,0.00032116973868429,0.0205026647029774,1.55184685033232e-05,0.961151711065034,1.59856277800291,0.958,0.00448530935387962,0.958,0.00448530935387962,0.328,0.0104979998094875,1,0,2000,2000,0.167856310190048,5.20566719029135,1125.59548963563,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0,0
