"scenario","n","event_target","K","effect","method","selector","candidate","frequency","count","denominator"
19,4000,35,16,"homogeneous","split","prognostic_low","c50-h48",0.0315,63,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c50-h48",0.032,64,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c50-h48",0.028,56,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c50-h48",0.032,64,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c50-h48",0.029,58,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c50-h48",0.021,42,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c50-h48",0.041,82,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c50-h48",0.0345,69,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c50-h48",0.027,54,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c50-h48",0.026,52,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c50-h48",0.021,42,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c50-h48",0.018,36,2000
7,4000,35,16,"null","bonferroni","workability","c50-h48",0.0305,61,2000
8,8000,35,16,"null","bonferroni","workability","c50-h48",0.0255,51,2000
19,4000,35,16,"homogeneous","bonferroni","workability","c50-h48",0.0035,7,2000
20,8000,35,16,"homogeneous","bonferroni","workability","c50-h48",0.0025,5,2000
21,4000,70,16,"homogeneous","bonferroni","workability","c50-h48",0.001,2,2000
22,8000,70,16,"homogeneous","bonferroni","workability","c50-h48",0.0015,3,2000
31,4000,35,16,"heterogeneous","bonferroni","workability","c50-h48",0.0095,19,2000
32,8000,35,16,"heterogeneous","bonferroni","workability","c50-h48",0.01,20,2000
7,4000,35,16,"null","naive","workability","c50-h48",0.0305,61,2000
8,8000,35,16,"null","naive","workability","c50-h48",0.0255,51,2000
19,4000,35,16,"homogeneous","naive","workability","c50-h48",0.0035,7,2000
20,8000,35,16,"homogeneous","naive","workability","c50-h48",0.0025,5,2000
21,4000,70,16,"homogeneous","naive","workability","c50-h48",0.001,2,2000
22,8000,70,16,"homogeneous","naive","workability","c50-h48",0.0015,3,2000
31,4000,35,16,"heterogeneous","naive","workability","c50-h48",0.0095,19,2000
32,8000,35,16,"heterogeneous","naive","workability","c50-h48",0.01,20,2000
7,4000,35,16,"null","split","workability","c50-h48",0.054,108,2000
8,8000,35,16,"null","split","workability","c50-h48",0.05,100,2000
19,4000,35,16,"homogeneous","split","workability","c50-h48",0.02,40,2000
20,8000,35,16,"homogeneous","split","workability","c50-h48",0.019,38,2000
21,4000,70,16,"homogeneous","split","workability","c50-h48",0.008,16,2000
22,8000,70,16,"homogeneous","split","workability","c50-h48",0.009,18,2000
31,4000,35,16,"heterogeneous","split","workability","c50-h48",0.031,62,2000
32,8000,35,16,"heterogeneous","split","workability","c50-h48",0.035,70,2000
34,8000,70,16,"heterogeneous","split","workability","c50-h48",5e-04,1,2000
1,4000,35,4,"null","bonferroni","effect_seeking","c50-h60",0.2775,555,2000
2,8000,35,4,"null","bonferroni","effect_seeking","c50-h60",0.253,506,2000
3,4000,70,4,"null","bonferroni","effect_seeking","c50-h60",0.2555,511,2000
4,8000,70,4,"null","bonferroni","effect_seeking","c50-h60",0.27,540,2000
5,4000,140,4,"null","bonferroni","effect_seeking","c50-h60",0.2545,509,2000
6,8000,140,4,"null","bonferroni","effect_seeking","c50-h60",0.259,518,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c50-h60",0.0545,109,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c50-h60",0.0495,99,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c50-h60",0.053,106,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c50-h60",0.0435,87,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c50-h60",0.0625,125,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c50-h60",0.062,124,2000
13,4000,35,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.3915,783,2000
14,8000,35,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.407,814,2000
15,4000,70,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.45,900,2000
16,8000,70,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.4565,913,2000
17,4000,140,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.544,1088,2000
18,8000,140,4,"homogeneous","bonferroni","effect_seeking","c50-h60",0.56,1120,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.082,164,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.096,192,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.099,198,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.1225,245,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.126,252,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c50-h60",0.143,286,2000
25,4000,35,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.401,802,2000
26,8000,35,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.389,778,2000
27,4000,70,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.434,868,2000
28,8000,70,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.4515,903,2000
29,4000,140,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.538,1076,2000
30,8000,140,4,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.5415,1083,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.062,124,2000
32,8000,35,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.062,124,2000
33,4000,70,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.067,134,2000
34,8000,70,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.0515,103,2000
35,4000,140,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.056,112,2000
36,8000,140,16,"heterogeneous","bonferroni","effect_seeking","c50-h60",0.0495,99,2000
1,4000,35,4,"null","naive","effect_seeking","c50-h60",0.2775,555,2000
2,8000,35,4,"null","naive","effect_seeking","c50-h60",0.253,506,2000
3,4000,70,4,"null","naive","effect_seeking","c50-h60",0.2555,511,2000
4,8000,70,4,"null","naive","effect_seeking","c50-h60",0.27,540,2000
5,4000,140,4,"null","naive","effect_seeking","c50-h60",0.2545,509,2000
6,8000,140,4,"null","naive","effect_seeking","c50-h60",0.259,518,2000
7,4000,35,16,"null","naive","effect_seeking","c50-h60",0.0545,109,2000
8,8000,35,16,"null","naive","effect_seeking","c50-h60",0.0495,99,2000
9,4000,70,16,"null","naive","effect_seeking","c50-h60",0.053,106,2000
10,8000,70,16,"null","naive","effect_seeking","c50-h60",0.0435,87,2000
11,4000,140,16,"null","naive","effect_seeking","c50-h60",0.0625,125,2000
12,8000,140,16,"null","naive","effect_seeking","c50-h60",0.062,124,2000
13,4000,35,4,"homogeneous","naive","effect_seeking","c50-h60",0.3915,783,2000
14,8000,35,4,"homogeneous","naive","effect_seeking","c50-h60",0.407,814,2000
15,4000,70,4,"homogeneous","naive","effect_seeking","c50-h60",0.45,900,2000
16,8000,70,4,"homogeneous","naive","effect_seeking","c50-h60",0.4565,913,2000
17,4000,140,4,"homogeneous","naive","effect_seeking","c50-h60",0.544,1088,2000
18,8000,140,4,"homogeneous","naive","effect_seeking","c50-h60",0.56,1120,2000
19,4000,35,16,"homogeneous","naive","effect_seeking","c50-h60",0.082,164,2000
20,8000,35,16,"homogeneous","naive","effect_seeking","c50-h60",0.096,192,2000
21,4000,70,16,"homogeneous","naive","effect_seeking","c50-h60",0.099,198,2000
22,8000,70,16,"homogeneous","naive","effect_seeking","c50-h60",0.1225,245,2000
23,4000,140,16,"homogeneous","naive","effect_seeking","c50-h60",0.126,252,2000
24,8000,140,16,"homogeneous","naive","effect_seeking","c50-h60",0.143,286,2000
25,4000,35,4,"heterogeneous","naive","effect_seeking","c50-h60",0.401,802,2000
26,8000,35,4,"heterogeneous","naive","effect_seeking","c50-h60",0.389,778,2000
27,4000,70,4,"heterogeneous","naive","effect_seeking","c50-h60",0.434,868,2000
28,8000,70,4,"heterogeneous","naive","effect_seeking","c50-h60",0.4515,903,2000
29,4000,140,4,"heterogeneous","naive","effect_seeking","c50-h60",0.538,1076,2000
30,8000,140,4,"heterogeneous","naive","effect_seeking","c50-h60",0.5415,1083,2000
31,4000,35,16,"heterogeneous","naive","effect_seeking","c50-h60",0.062,124,2000
32,8000,35,16,"heterogeneous","naive","effect_seeking","c50-h60",0.062,124,2000
33,4000,70,16,"heterogeneous","naive","effect_seeking","c50-h60",0.067,134,2000
34,8000,70,16,"heterogeneous","naive","effect_seeking","c50-h60",0.0515,103,2000
35,4000,140,16,"heterogeneous","naive","effect_seeking","c50-h60",0.056,112,2000
36,8000,140,16,"heterogeneous","naive","effect_seeking","c50-h60",0.0495,99,2000
1,4000,35,4,"null","bonferroni","outcome_blinded","c50-h60",0.7865,1573,2000
2,8000,35,4,"null","bonferroni","outcome_blinded","c50-h60",0.78,1560,2000
3,4000,70,4,"null","bonferroni","outcome_blinded","c50-h60",0.7775,1555,2000
4,8000,70,4,"null","bonferroni","outcome_blinded","c50-h60",0.784,1568,2000
5,4000,140,4,"null","bonferroni","outcome_blinded","c50-h60",0.7835,1567,2000
6,8000,140,4,"null","bonferroni","outcome_blinded","c50-h60",0.7665,1533,2000
7,4000,35,16,"null","bonferroni","outcome_blinded","c50-h60",0.2105,421,2000
8,8000,35,16,"null","bonferroni","outcome_blinded","c50-h60",0.1845,369,2000
9,4000,70,16,"null","bonferroni","outcome_blinded","c50-h60",0.2185,437,2000
10,8000,70,16,"null","bonferroni","outcome_blinded","c50-h60",0.214,428,2000
11,4000,140,16,"null","bonferroni","outcome_blinded","c50-h60",0.2155,431,2000
12,8000,140,16,"null","bonferroni","outcome_blinded","c50-h60",0.2195,439,2000
13,4000,35,4,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.776,1552,2000
14,8000,35,4,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.781,1562,2000
15,4000,70,4,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.776,1552,2000
16,8000,70,4,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.7675,1535,2000
17,4000,140,4,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.759,1518,2000
18,8000,140,4,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.778,1556,2000
19,4000,35,16,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.2055,411,2000
20,8000,35,16,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.214,428,2000
21,4000,70,16,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.219,438,2000
22,8000,70,16,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.212,424,2000
23,4000,140,16,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.1975,395,2000
24,8000,140,16,"homogeneous","bonferroni","outcome_blinded","c50-h60",0.221,442,2000
25,4000,35,4,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.7765,1553,2000
26,8000,35,4,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.771,1542,2000
27,4000,70,4,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.777,1554,2000
28,8000,70,4,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.795,1590,2000
29,4000,140,4,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.7885,1577,2000
30,8000,140,4,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.7755,1551,2000
31,4000,35,16,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.2015,403,2000
32,8000,35,16,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.204,408,2000
33,4000,70,16,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.2285,457,2000
34,8000,70,16,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.204,408,2000
35,4000,140,16,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.2165,433,2000
36,8000,140,16,"heterogeneous","bonferroni","outcome_blinded","c50-h60",0.213,426,2000
1,4000,35,4,"null","naive","outcome_blinded","c50-h60",0.7865,1573,2000
2,8000,35,4,"null","naive","outcome_blinded","c50-h60",0.78,1560,2000
3,4000,70,4,"null","naive","outcome_blinded","c50-h60",0.7775,1555,2000
4,8000,70,4,"null","naive","outcome_blinded","c50-h60",0.784,1568,2000
5,4000,140,4,"null","naive","outcome_blinded","c50-h60",0.7835,1567,2000
6,8000,140,4,"null","naive","outcome_blinded","c50-h60",0.7665,1533,2000
7,4000,35,16,"null","naive","outcome_blinded","c50-h60",0.2105,421,2000
8,8000,35,16,"null","naive","outcome_blinded","c50-h60",0.1845,369,2000
9,4000,70,16,"null","naive","outcome_blinded","c50-h60",0.2185,437,2000
10,8000,70,16,"null","naive","outcome_blinded","c50-h60",0.214,428,2000
11,4000,140,16,"null","naive","outcome_blinded","c50-h60",0.2155,431,2000
12,8000,140,16,"null","naive","outcome_blinded","c50-h60",0.2195,439,2000
13,4000,35,4,"homogeneous","naive","outcome_blinded","c50-h60",0.776,1552,2000
14,8000,35,4,"homogeneous","naive","outcome_blinded","c50-h60",0.781,1562,2000
15,4000,70,4,"homogeneous","naive","outcome_blinded","c50-h60",0.776,1552,2000
16,8000,70,4,"homogeneous","naive","outcome_blinded","c50-h60",0.7675,1535,2000
17,4000,140,4,"homogeneous","naive","outcome_blinded","c50-h60",0.759,1518,2000
18,8000,140,4,"homogeneous","naive","outcome_blinded","c50-h60",0.778,1556,2000
19,4000,35,16,"homogeneous","naive","outcome_blinded","c50-h60",0.2055,411,2000
20,8000,35,16,"homogeneous","naive","outcome_blinded","c50-h60",0.214,428,2000
21,4000,70,16,"homogeneous","naive","outcome_blinded","c50-h60",0.219,438,2000
22,8000,70,16,"homogeneous","naive","outcome_blinded","c50-h60",0.212,424,2000
23,4000,140,16,"homogeneous","naive","outcome_blinded","c50-h60",0.1975,395,2000
24,8000,140,16,"homogeneous","naive","outcome_blinded","c50-h60",0.221,442,2000
25,4000,35,4,"heterogeneous","naive","outcome_blinded","c50-h60",0.7765,1553,2000
26,8000,35,4,"heterogeneous","naive","outcome_blinded","c50-h60",0.771,1542,2000
27,4000,70,4,"heterogeneous","naive","outcome_blinded","c50-h60",0.777,1554,2000
28,8000,70,4,"heterogeneous","naive","outcome_blinded","c50-h60",0.795,1590,2000
29,4000,140,4,"heterogeneous","naive","outcome_blinded","c50-h60",0.7885,1577,2000
30,8000,140,4,"heterogeneous","naive","outcome_blinded","c50-h60",0.7755,1551,2000
31,4000,35,16,"heterogeneous","naive","outcome_blinded","c50-h60",0.2015,403,2000
32,8000,35,16,"heterogeneous","naive","outcome_blinded","c50-h60",0.204,408,2000
33,4000,70,16,"heterogeneous","naive","outcome_blinded","c50-h60",0.2285,457,2000
34,8000,70,16,"heterogeneous","naive","outcome_blinded","c50-h60",0.204,408,2000
35,4000,140,16,"heterogeneous","naive","outcome_blinded","c50-h60",0.2165,433,2000
36,8000,140,16,"heterogeneous","naive","outcome_blinded","c50-h60",0.213,426,2000
1,4000,35,4,"null","bonferroni","prognostic_high","c50-h60",0.517,1034,2000
2,8000,35,4,"null","bonferroni","prognostic_high","c50-h60",0.5045,1009,2000
3,4000,70,4,"null","bonferroni","prognostic_high","c50-h60",0.561,1122,2000
4,8000,70,4,"null","bonferroni","prognostic_high","c50-h60",0.562,1124,2000
5,4000,140,4,"null","bonferroni","prognostic_high","c50-h60",0.5895,1179,2000
6,8000,140,4,"null","bonferroni","prognostic_high","c50-h60",0.5895,1179,2000
7,4000,35,16,"null","bonferroni","prognostic_high","c50-h60",0.1155,231,2000
8,8000,35,16,"null","bonferroni","prognostic_high","c50-h60",0.1225,245,2000
9,4000,70,16,"null","bonferroni","prognostic_high","c50-h60",0.1165,233,2000
10,8000,70,16,"null","bonferroni","prognostic_high","c50-h60",0.1335,267,2000
11,4000,140,16,"null","bonferroni","prognostic_high","c50-h60",0.118,236,2000
12,8000,140,16,"null","bonferroni","prognostic_high","c50-h60",0.1275,255,2000
13,4000,35,4,"homogeneous","bonferroni","prognostic_high","c50-h60",0.492,984,2000
14,8000,35,4,"homogeneous","bonferroni","prognostic_high","c50-h60",0.5055,1011,2000
15,4000,70,4,"homogeneous","bonferroni","prognostic_high","c50-h60",0.5385,1077,2000
16,8000,70,4,"homogeneous","bonferroni","prognostic_high","c50-h60",0.547,1094,2000
17,4000,140,4,"homogeneous","bonferroni","prognostic_high","c50-h60",0.582,1164,2000
18,8000,140,4,"homogeneous","bonferroni","prognostic_high","c50-h60",0.5795,1159,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_high","c50-h60",0.109,218,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_high","c50-h60",0.1175,235,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_high","c50-h60",0.1375,275,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_high","c50-h60",0.1305,261,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_high","c50-h60",0.1255,251,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c50-h60",0.117,234,2000
25,4000,35,4,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.503,1006,2000
26,8000,35,4,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.5105,1021,2000
27,4000,70,4,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.5335,1067,2000
28,8000,70,4,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.547,1094,2000
29,4000,140,4,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.5675,1135,2000
30,8000,140,4,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.546,1092,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.1195,239,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.121,242,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.118,236,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.13,260,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.1335,267,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_high","c50-h60",0.132,264,2000
1,4000,35,4,"null","naive","prognostic_high","c50-h60",0.517,1034,2000
2,8000,35,4,"null","naive","prognostic_high","c50-h60",0.5045,1009,2000
3,4000,70,4,"null","naive","prognostic_high","c50-h60",0.561,1122,2000
4,8000,70,4,"null","naive","prognostic_high","c50-h60",0.562,1124,2000
5,4000,140,4,"null","naive","prognostic_high","c50-h60",0.5895,1179,2000
6,8000,140,4,"null","naive","prognostic_high","c50-h60",0.5895,1179,2000
7,4000,35,16,"null","naive","prognostic_high","c50-h60",0.1155,231,2000
8,8000,35,16,"null","naive","prognostic_high","c50-h60",0.1225,245,2000
9,4000,70,16,"null","naive","prognostic_high","c50-h60",0.1165,233,2000
10,8000,70,16,"null","naive","prognostic_high","c50-h60",0.1335,267,2000
11,4000,140,16,"null","naive","prognostic_high","c50-h60",0.118,236,2000
12,8000,140,16,"null","naive","prognostic_high","c50-h60",0.1275,255,2000
13,4000,35,4,"homogeneous","naive","prognostic_high","c50-h60",0.492,984,2000
14,8000,35,4,"homogeneous","naive","prognostic_high","c50-h60",0.5055,1011,2000
15,4000,70,4,"homogeneous","naive","prognostic_high","c50-h60",0.5385,1077,2000
16,8000,70,4,"homogeneous","naive","prognostic_high","c50-h60",0.547,1094,2000
17,4000,140,4,"homogeneous","naive","prognostic_high","c50-h60",0.582,1164,2000
18,8000,140,4,"homogeneous","naive","prognostic_high","c50-h60",0.5795,1159,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c50-h60",0.109,218,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c50-h60",0.1175,235,2000
