"scenario","mortality_key","death_effect_key","outcome_effect_key","q_key","beta_DA","gamma","beta_YA","beta_YAC","horizon","total_risk_1","total_risk_0","net_risk_1","net_risk_0","total_rd","net_rd","displacement","absolute_displacement","total_rd_mcse","net_rd_mcse","displacement_mcse","displacement_ci_low","displacement_ci_high","absolute_displacement_ci_low","absolute_displacement_ci_high","direction_class","displacement_class","truth_batches","truth_n","truth_mcse_max","truth_elapsed_sec"
23,"moderate","neutral","null","strong",0,0.693147,0,0,36,0.168062853369199,0.168062853369199,0.200318589798756,0.200318589798756,0,0,0,0,0,0,0,0,0,0,0,"joint-null","not-material",200,2000000,0,11.712
23,"moderate","neutral","null","strong",0,0.693147,0,0,60,0.268997194418682,0.268997194418682,0.354033610821042,0.354033610821042,0,0,0,0,0,0,0,0,0,0,0,"joint-null","not-material",200,2000000,0,11.712
24,"high","neutral","null","strong",0,0.693147,0,0,12,0.0496339985919756,0.0496339985919756,0.056021930761027,0.056021930761027,0,0,0,0,0,0,0,0,0,0,0,"joint-null","not-material",200,2000000,0,10.008
24,"high","neutral","null","strong",0,0.693147,0,0,36,0.141564285267668,0.141564285267668,0.200318589798756,0.200318589798756,0,0,0,0,0,0,0,0,0,0,0,"joint-null","not-material",200,2000000,0,10.008
24,"high","neutral","null","strong",0,0.693147,0,0,60,0.209910650876128,0.209910650876128,0.354033610821042,0.354033610821042,0,0,0,0,0,0,0,0,0,0,0,"joint-null","not-material",200,2000000,0,10.008
25,"low","protective","null","strong",-0.510826,0.693147,0,0,12,0.0554525741739688,0.0550833242361329,0.056021930761027,0.056021930761027,0.000369249937835841,0,-0.000369249937835841,0.000369249937835841,8.76287297057475e-07,0,8.76287297057475e-07,-0.000370977938305918,-0.000367521937365764,0.000367521937365764,0.000370977938305918,"joint-null","not-material",200,2000000,8.76287297057475e-07,9.36099999999999
25,"low","protective","null","strong",-0.510826,0.693147,0,0,36,0.193910924311344,0.189946876764396,0.200318589798756,0.200318589798756,0.00396404754694757,0,-0.00396404754694757,0.00396404754694757,5.72837034145168e-06,0,5.72837034145168e-06,-0.0039753436443303,-0.00395275144956485,0.00395275144956485,0.0039753436443303,"zero-versus-nonzero","not-material",200,2000000,5.72837034145168e-06,9.36099999999999
25,"low","protective","null","strong",-0.510826,0.693147,0,0,60,0.335829651444119,0.324959692767107,0.354033610821042,0.354033610821042,0.0108699586770119,0,-0.0108699586770119,0.0108699586770119,1.10796860686098e-05,0,1.10796860686098e-05,-0.0108918073364632,-0.0108481100175607,0.0108481100175607,0.0108918073364632,"zero-versus-nonzero","material",200,2000000,1.10796860686098e-05,9.36099999999999
26,"moderate","protective","null","strong",-0.510826,0.693147,0,0,12,0.054055228742295,0.0528580088805227,0.056021930761027,0.056021930761027,0.00119721986177236,0,-0.00119721986177236,0.00119721986177236,2.43686995914236e-06,0,2.43686995914236e-06,-0.00120202526343578,-0.00119241446010894,0.00119241446010894,0.00120202526343578,"zero-versus-nonzero","not-material",200,2000000,2.43686995914236e-06,14.474
26,"moderate","protective","null","strong",-0.510826,0.693147,0,0,36,0.179206173346346,0.168062853369199,0.200318589798756,0.200318589798756,0.0111433199771466,0,-0.0111433199771466,0.0111433199771466,1.27281956107759e-05,0,1.27281956107759e-05,-0.0111684194257778,-0.0111182205285154,0.0111182205285154,0.0111684194257778,"zero-versus-nonzero","material",200,2000000,1.27281956107759e-05,14.474
26,"moderate","protective","null","strong",-0.510826,0.693147,0,0,60,0.296472381084699,0.268997194418682,0.354033610821042,0.354033610821042,0.0274751866660175,0,-0.0274751866660175,0.0274751866660175,2.17600103063663e-05,0,2.17600103063663e-05,-0.0275180964607441,-0.0274322768712909,0.0274322768712909,0.0275180964607441,"zero-versus-nonzero","material",200,2000000,2.17600103063663e-05,14.474
27,"high","protective","null","strong",-0.510826,0.693147,0,0,12,0.0519190167780645,0.0496339985919756,0.056021930761027,0.056021930761027,0.00228501818608888,0,-0.00228501818608888,0.00228501818608888,3.8853426736054e-06,0,3.8853426736054e-06,-0.00229267991300076,-0.00227735645917701,0.00227735645917701,0.00229267991300076,"zero-versus-nonzero","not-material",200,2000000,3.8853426736054e-06,11.406
27,"high","protective","null","strong",-0.510826,0.693147,0,0,36,0.15925535043191,0.141564285267668,0.200318589798756,0.200318589798756,0.0176910651642428,0,-0.0176910651642428,0.0176910651642428,1.58629874079361e-05,0,1.58629874079361e-05,-0.0177223462860732,-0.0176597840424123,0.0176597840424123,0.0177223462860732,"zero-versus-nonzero","material",200,2000000,1.58629874079361e-05,11.406
27,"high","protective","null","strong",-0.510826,0.693147,0,0,60,0.248438711083896,0.209910650876128,0.354033610821042,0.354033610821042,0.0385280602077685,0,-0.0385280602077685,0.0385280602077685,2.37734864015225e-05,0,2.37734864015225e-05,-0.0385749404898577,-0.0384811799256794,0.0384811799256794,0.0385749404898577,"zero-versus-nonzero","material",200,2000000,2.37734864015225e-05,11.406
28,"low","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,12,0.0427849393546649,0.0550833242361329,0.0440979312650384,0.056021930761027,-0.012298384881468,-0.0119239994959886,0.000374385385479394,0.000374385385479394,9.46744465824588e-06,9.2152296887306e-06,1.05540798405607e-06,0.000372304166798379,0.000376466604160409,0.000372304166798379,0.000376466604160409,"concordant-direction","not-material",200,2000000,9.46744465824588e-06,9.31299999999999
28,"low","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,36,0.145746142617962,0.189946876764396,0.160244465575837,0.200318589798756,-0.0442007341464344,-0.040074124222919,0.00412660992351541,0.00412660992351541,2.74319103106843e-05,2.6471604584304e-05,7.26266785478794e-06,0.00411228825811043,0.00414093158892039,0.00411228825811043,0.00414093158892039,"concordant-direction","not-material",200,2000000,2.74319103106843e-05,9.31299999999999
28,"low","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,60,0.247679296420509,0.324959692767107,0.28867742000804,0.354033610821042,-0.0772803963465979,-0.0653561908130021,0.0119242055335958,0.0119242055335958,3.84023353356666e-05,3.78724390869458e-05,1.51839548342597e-05,0.0118942634344927,0.0119541476326988,0.0118942634344927,0.0119541476326988,"concordant-direction","material",200,2000000,3.84023353356666e-05,9.31299999999999
29,"moderate","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,12,0.0398533807679756,0.0528580088805227,0.0440979312650384,0.056021930761027,-0.013004628112547,-0.0119239994959886,0.00108062861655841,0.00108062861655841,9.83521923285625e-06,9.2152296887306e-06,2.46089559382301e-06,0.00107577583738745,0.00108548139572937,0.00107577583738745,0.00108548139572937,"concordant-direction","not-material",200,2000000,9.83521923285625e-06,11.918
29,"moderate","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,36,0.119221837782224,0.168062853369199,0.160244465575837,0.200318589798756,-0.048841015586975,-0.040074124222919,0.00876689136405594,0.00876689136405594,2.76694999010699e-05,2.6471604584304e-05,1.20988155228665e-05,0.00874303302560792,0.00879074970250395,0.00874303302560792,0.00879074970250395,"concordant-direction","not-material",200,2000000,2.76694999010699e-05,11.918
29,"moderate","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,60,0.182957039995129,0.268997194418682,0.28867742000804,0.354033610821042,-0.0860401544235532,-0.0653561908130021,0.0206839636105511,0.0206839636105511,3.75026534628829e-05,3.78724390869458e-05,2.14129979127389e-05,0.020641738109185,0.0207261891119172,0.020641738109185,0.0207261891119172,"concordant-direction","material",200,2000000,3.78724390869458e-05,11.918
30,"high","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,12,0.0359563783304793,0.0496339985919756,0.0440979312650384,0.056021930761027,-0.0136776202614963,-0.0119239994959886,0.0017536207655077,0.0017536207655077,9.84089379124708e-06,9.2152296887306e-06,3.30340009051647e-06,0.00174710660408092,0.00176013492693447,0.00174710660408092,0.00176013492693447,"concordant-direction","not-material",200,2000000,9.84089379124708e-06,12.986
30,"high","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,36,0.0921902809557101,0.141564285267668,0.160244465575837,0.200318589798756,-0.0493740043119576,-0.040074124222919,0.00929988008903857,0.00929988008903857,2.45487864293486e-05,2.6471604584304e-05,1.24061588492938e-05,0.00927541568290668,0.00932434449517046,0.00927541568290668,0.00932434449517046,"concordant-direction","not-material",200,2000000,2.6471604584304e-05,12.986
30,"high","harmful","heterogeneous_protective","strong",0.510826,0.693147,-0.510826,0.405465,60,0.128029197628134,0.209910650876128,0.28867742000804,0.354033610821042,-0.0818814532479935,-0.0653561908130021,0.0165252624349914,0.0165252624349914,3.03407853084787e-05,3.78724390869458e-05,1.97206615321076e-05,0.0164863741474262,0.0165641507225566,0.0164863741474262,0.0165641507225566,"concordant-direction","material",200,2000000,3.78724390869458e-05,12.986
31,"low","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,12,0.0432952980040502,0.0550833242361329,0.0440979312650384,0.056021930761027,-0.0117880262320828,-0.0119239994959886,-0.000135973263905881,0.000135973263905881,9.01916816177441e-06,9.2152296887306e-06,2.65907247844108e-07,-0.000136497621443432,-0.000135448906368331,0.000135448906368331,0.000136497621443432,"concordant-direction","not-material",200,2000000,9.2152296887306e-06,10.975
31,"low","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,36,0.151106744804144,0.189946876764396,0.160244465575837,0.200318589798756,-0.038840131960252,-0.040074124222919,-0.001233992262667,0.001233992262667,2.52776809541401e-05,2.6471604584304e-05,1.49508134346632e-06,-0.00123694049810644,-0.00123104402722757,0.00123104402722757,0.00123694049810644,"concordant-direction","not-material",200,2000000,2.6471604584304e-05,10.975
31,"low","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,60,0.262258562818088,0.324959692767107,0.28867742000804,0.354033610821042,-0.0627011299490187,-0.0653561908130021,-0.0026550608639834,0.0026550608639834,3.58362842466738e-05,3.78724390869458e-05,2.75586060105572e-06,-0.0026604953013307,-0.00264962642663611,0.00264962642663611,0.0026604953013307,"concordant-direction","not-material",200,2000000,3.78724390869458e-05,10.975
32,"moderate","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,12,0.0414018084876753,0.0528580088805227,0.0440979312650384,0.056021930761027,-0.0114562003928473,-0.0119239994959886,-0.000467799103141297,0.000467799103141297,8.56674586416606e-06,9.2152296887306e-06,8.6952511291845e-07,-0.000469513768878107,-0.000466084437404486,0.000466084437404486,0.000469513768878107,"concordant-direction","not-material",200,2000000,9.2152296887306e-06,9.077
32,"moderate","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,36,0.132151708557938,0.168062853369199,0.160244465575837,0.200318589798756,-0.0359111448112611,-0.040074124222919,-0.00416297941165788,0.00416297941165788,2.26065601067187e-05,2.6471604584304e-05,4.72802296242398e-06,-0.00417230286748,-0.00415365595583576,0.00415365595583576,0.00417230286748,"concordant-direction","not-material",200,2000000,2.6471604584304e-05,9.077
32,"moderate","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,60,0.212845989410254,0.268997194418682,0.28867742000804,0.354033610821042,-0.0561512050084273,-0.0653561908130021,-0.00920498580457482,0.00920498580457482,3.11902660105352e-05,3.78724390869458e-05,8.03242937646942e-06,-0.00922082540624999,-0.00918914620289965,0.00918914620289965,0.00922082540624999,"concordant-direction","not-material",200,2000000,3.78724390869458e-05,9.077
33,"high","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,12,0.0386801982292783,0.0496339985919756,0.0440979312650384,0.056021930761027,-0.0109538003626973,-0.0119239994959886,-0.000970199133291349,0.000970199133291349,7.93777522455339e-06,9.2152296887306e-06,1.68623916596964e-06,-0.000973524323649856,-0.000966873942932841,0.000966873942932841,0.000973524323649856,"concordant-direction","not-material",200,2000000,9.2152296887306e-06,10.563
33,"high","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,36,0.109735563784346,0.141564285267668,0.160244465575837,0.200318589798756,-0.0318287214833217,-0.040074124222919,-0.00824540273959737,0.00824540273959737,1.91904768339782e-05,2.6471604584304e-05,8.73022236294903e-06,-0.00826261835871876,-0.00822818712047598,0.00822818712047598,0.00826261835871876,"concordant-direction","not-material",200,2000000,2.6471604584304e-05,10.563
33,"high","neutral","heterogeneous_protective","strong",0,0.693147,-0.510826,0.405465,60,0.162560477324599,0.209910650876128,0.28867742000804,0.354033610821042,-0.0473501735515292,-0.0653561908130021,-0.0180060172614729,0.0180060172614729,2.54016133562065e-05,3.78724390869458e-05,1.4516532540938e-05,-0.0180346432328169,-0.017977391290129,0.017977391290129,0.0180346432328169,"concordant-direction","material",200,2000000,3.78724390869458e-05,10.563
34,"low","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,12,0.043610759154687,0.0550833242361329,0.0440979312650384,0.056021930761027,-0.011472565081446,-0.0119239994959886,-0.00045143441454267,0.00045143441454267,8.81113281089862e-06,9.2152296887306e-06,1.00774370792978e-06,-0.000453421641342451,-0.00044944718774289,0.00044944718774289,0.000453421641342451,"concordant-direction","not-material",200,2000000,9.2152296887306e-06,8.91200000000003
34,"low","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,36,0.154586471703441,0.189946876764396,0.160244465575837,0.200318589798756,-0.035360405060955,-0.040074124222919,-0.00471371916196402,0.00471371916196402,2.51475333280472e-05,2.6471604584304e-05,6.23808402260827e-06,-0.00472602039257599,-0.00470141793135204,0.00470141793135204,0.00472602039257599,"concordant-direction","not-material",200,2000000,2.6471604584304e-05,8.91200000000003
34,"low","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,60,0.272071068398857,0.324959692767107,0.28867742000804,0.354033610821042,-0.0528886243682499,-0.0653561908130021,-0.0124675664447522,0.0124675664447522,3.78666693695033e-05,3.78724390869458e-05,1.13049265058697e-05,-0.0124898592685578,-0.0124452736209467,0.0124452736209467,0.0124898592685578,"concordant-direction","material",200,2000000,3.78724390869458e-05,8.91200000000003
35,"moderate","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,12,0.0424189102140015,0.0528580088805227,0.0440979312650384,0.056021930761027,-0.0104390986665212,-0.0119239994959886,-0.00148490082946743,0.00148490082946743,8.24011262684851e-06,9.2152296887306e-06,2.8893483530237e-06,-0.00149059849886079,-0.00147920316007406,0.00147920316007406,0.00149059849886079,"concordant-direction","not-material",200,2000000,9.2152296887306e-06,7.94600000000003
35,"moderate","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,36,0.141750451765196,0.168062853369199,0.160244465575837,0.200318589798756,-0.0263124016040029,-0.040074124222919,-0.0137617226189162,0.0137617226189162,2.45648802687488e-05,2.6471604584304e-05,1.47468476519708e-05,-0.0137908027616505,-0.0137326424761818,0.0137326424761818,0.0137908027616505,"concordant-direction","material",200,2000000,2.6471604584304e-05,7.94600000000003
35,"moderate","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,60,0.23687792655926,0.268997194418682,0.28867742000804,0.354033610821042,-0.0321192678594213,-0.0653561908130021,-0.0332369229535808,0.0332369229535808,3.85800945948315e-05,3.78724390869458e-05,2.39930124290242e-05,-0.0332842361314565,-0.0331896097757051,0.0331896097757051,0.0332842361314565,"concordant-direction","material",200,2000000,3.85800945948315e-05,7.94600000000003
36,"high","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,12,0.0406065798753018,0.0496339985919756,0.0440979312650384,0.056021930761027,-0.00902741871667377,-0.0119239994959886,-0.00289658077931487,0.00289658077931487,7.89155755205638e-06,9.2152296887306e-06,4.80482561802076e-06,-0.00290605568663631,-0.00288710587199342,0.00288710587199342,0.00290605568663631,"concordant-direction","not-material",200,2000000,9.2152296887306e-06,8.73400000000004
36,"high","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,36,0.124637418192297,0.141564285267668,0.160244465575837,0.200318589798756,-0.0169268670753711,-0.040074124222919,-0.0231472571475479,0.0231472571475479,2.36181134552646e-05,2.6471604584304e-05,2.02601137896863e-05,-0.0231872092115228,-0.0231073050835731,0.0231073050835731,0.0231872092115228,"concordant-direction","material",200,2000000,2.6471604584304e-05,8.73400000000004
36,"high","protective","heterogeneous_protective","strong",-0.510826,0.693147,-0.510826,0.405465,60,0.195136127615061,0.209910650876128,0.28867742000804,0.354033610821042,-0.0147745232610666,-0.0653561908130021,-0.0505816675519355,0.0505816675519355,3.56361133565565e-05,3.78724390869458e-05,3.00838377498589e-05,-0.0506409915726625,-0.0505223435312084,0.0505223435312084,0.0506409915726625,"concordant-direction","material",200,2000000,3.78724390869458e-05,8.73400000000004
