"n","event_target","truth_scenario","effect","theta0","theta1","lambda","calibration_draws","candidate","c","h","truth","truth_mcse","truth_draws","truth_mcse_pass"
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c60-h60",60,60,-3.30531246885736e-05,2.38121221954343e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c55-h24",55,24,-0.000362345128848785,7.97799042654971e-07,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c55-h36",55,36,-0.000542891746949076,1.19045465631652e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c55-h48",55,48,-0.000723016766295825,1.57901076665968e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c55-h60",55,60,-0.000902717043909434,1.96351392559968e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c50-h24",50,24,-0.000546840444352999,6.36662269029626e-07,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c50-h36",50,36,-0.000819051477066565,9.50539190703505e-07,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c50-h48",50,48,-0.0010904554578851,1.26149119860618e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c50-h60",50,60,-0.00136105174522416,1.56955116705839e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c45-h24",45,24,-0.000629833273709184,5.44461305382137e-07,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c45-h36",45,36,-0.000943402663204668,8.13151367122658e-07,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c45-h48",45,48,-0.00125607389178641,1.07951693952118e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c45-h60",45,60,-0.00156784700364979,1.34358450215094e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h24",60,24,-7.51235242216347e-05,4.03697154528318e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h36",60,36,-0.000128508908576103,5.92221287003401e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h48",60,48,-0.000191528973499132,7.72393706932557e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h60",60,60,-0.000263539281910544,9.44587559231069e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h24",55,24,-0.00147190878109311,3.09062673076995e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h36",55,36,-0.0021968509165131,4.54388088887491e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h48",55,48,-0.00291421186346576,5.93922818002043e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h60",55,60,-0.00362383165736849,7.27911279438508e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h24",50,24,-0.00220858254507771,2.45704107690559e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h36",50,36,-0.0032926150031595,3.61987411591716e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h48",50,48,-0.00436311119525586,4.74130264003234e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h60",50,60,-0.00542006073290865,5.82301161600508e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h24",45,24,-0.00254250425036052,2.19701150536574e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h36",45,36,-0.00379132496472473,3.24082204588544e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h48",45,48,-0.00502521695392814,4.25010369258538e-06,2000000,TRUE
4000,70,15,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h60",45,60,-0.00624420904146077,5.22622216278612e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h24",60,24,-2.7567779876829e-05,2.00758397534986e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h36",60,36,-4.54998477177164e-05,2.97643289238037e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h48",60,48,-6.60794235633373e-05,3.92272732476076e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h60",60,60,-8.92207139133114e-05,4.84700426673302e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h24",55,24,-0.000727745720150384,1.55649979478695e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h36",55,36,-0.00108903600409039,2.31259670880313e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h48",55,48,-0.00144857172285462,3.05434520508336e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h60",55,60,-0.00180632953380654,3.78205027454258e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h24",50,24,-0.0010977884538745,1.24765049433907e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h36",50,36,-0.00164176641384618,1.85493403613453e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h48",50,48,-0.00218246078384116,2.45149428847388e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h60",50,60,-0.00271986782048699,3.03755242637543e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h24",45,24,-0.00126420252721531,1.11735821608342e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h36",45,36,-0.00189083491356822,1.66212109809439e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h48",45,48,-0.00251382261105506,2.19785650730088e-06,2000000,TRUE
8000,70,16,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h60",45,60,-0.00313316717883158,2.72474610967974e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c60-h24",60,24,-0.000190676700937732,7.65923316365358e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c60-h36",60,36,-0.000345914473077497,1.09501526031636e-05,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c60-h48",60,48,-0.000534013052573834,1.39275434604587e-05,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c60-h60",60,60,-0.000750310101979845,1.66212248986016e-05,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c55-h24",55,24,-0.00297381910149432,6.11879762335897e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c55-h36",55,36,-0.00441329385288844,8.81897763929766e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c55-h48",55,48,-0.00581944722086487,1.13065565490552e-05,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c55-h60",55,60,-0.00719130704379668,1.35992417889825e-05,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c50-h24",50,24,-0.00445950812381693,4.84341515406602e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c50-h36",50,36,-0.00660462997001182,7.00801621272637e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c50-h48",50,48,-0.00869328767037585,9.01990785036488e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c50-h60",50,60,-0.0107256351240857,1.08914352088315e-05,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c45-h24",45,24,-0.00513988103601887,3.98867167261621e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c45-h36",45,36,-0.00761646067030564,5.78400306440653e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c45-h48",45,48,-0.0100311871541865,7.46118559669224e-06,2000000,TRUE
4000,140,17,"heterogeneous",-0.287682072,0.25,0.00128064302305361,10000000,"c45-h60",45,60,-0.0123844947604364,9.02978671163837e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h24",60,24,-7.20113530528095e-05,4.41964034646387e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h36",60,36,-0.00012399258398197,6.47918933975815e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h48",60,48,-0.000185700677183667,8.44458995368065e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c60-h60",60,60,-0.000256484886897224,1.0320086542232e-05,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h24",55,24,-0.00146947871766352,3.26188746200225e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h36",55,36,-0.00219331162708183,4.79854731004072e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h48",55,48,-0.00290962807567802,6.27582509300369e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c55-h60",55,60,-0.00361826406381834,7.69616865180872e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h24",50,24,-0.00220813996331801,2.65089771254973e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h36",50,36,-0.00329200892158468,3.90785251971534e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h48",50,48,-0.0043623763841553,5.12158291617308e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c50-h60",50,60,-0.00541922936186798,6.29380722734073e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h24",45,24,-0.00254371289606629,2.38493419638048e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h36",45,36,-0.00379316745671582,3.51953186356696e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h48",45,48,-0.00502771026755517,4.6175601125292e-06,2000000,TRUE
8000,140,18,"heterogeneous",-0.287682072,0.25,0.000625616841839842,10000000,"c45-h60",45,60,-0.00624736828753326,5.6804371668832e-06,2000000,TRUE
